file,word,speaker,gender
01/0_01_33.wav,0,01,male
01/2_01_20.wav,2,01,male
01/4_01_31.wav,4,01,male
01/1_01_37.wav,1,01,male
01/8_01_14.wav,8,01,male
01/2_01_30.wav,2,01,male
01/6_01_13.wav,6,01,male
01/2_01_41.wav,2,01,male
01/4_01_49.wav,4,01,male
01/4_01_20.wav,4,01,male
01/6_01_11.wav,6,01,male
01/5_01_23.wav,5,01,male
01/5_01_20.wav,5,01,male
01/1_01_41.wav,1,01,male
01/5_01_30.wav,5,01,male
01/3_01_45.wav,3,01,male
01/1_01_10.wav,1,01,male
01/3_01_22.wav,3,01,male
01/0_01_0.wav,0,01,male
01/7_01_29.wav,7,01,male
01/2_01_17.wav,2,01,male
01/8_01_19.wav,8,01,male
01/6_01_27.wav,6,01,male
01/0_01_26.wav,0,01,male
01/5_01_26.wav,5,01,male
01/8_01_1.wav,8,01,male
01/9_01_25.wav,9,01,male
01/7_01_45.wav,7,01,male
01/6_01_18.wav,6,01,male
01/3_01_24.wav,3,01,male
01/9_01_10.wav,9,01,male
01/8_01_13.wav,8,01,male
01/3_01_15.wav,3,01,male
01/2_01_48.wav,2,01,male
01/0_01_38.wav,0,01,male
01/9_01_28.wav,9,01,male
01/4_01_37.wav,4,01,male
01/8_01_3.wav,8,01,male
01/1_01_23.wav,1,01,male
01/4_01_19.wav,4,01,male
01/6_01_5.wav,6,01,male
01/2_01_18.wav,2,01,male
01/9_01_47.wav,9,01,male
01/3_01_40.wav,3,01,male
01/2_01_3.wav,2,01,male
01/4_01_7.wav,4,01,male
01/5_01_5.wav,5,01,male
01/8_01_26.wav,8,01,male
01/1_01_16.wav,1,01,male
01/8_01_22.wav,8,01,male
01/1_01_4.wav,1,01,male
01/7_01_11.wav,7,01,male
01/9_01_42.wav,9,01,male
01/8_01_20.wav,8,01,male
01/3_01_1.wav,3,01,male
01/4_01_15.wav,4,01,male
01/6_01_24.wav,6,01,male
01/7_01_4.wav,7,01,male
01/6_01_37.wav,6,01,male
01/2_01_14.wav,2,01,male
01/4_01_12.wav,4,01,male
01/5_01_42.wav,5,01,male
01/0_01_16.wav,0,01,male
01/9_01_35.wav,9,01,male
01/0_01_35.wav,0,01,male
01/6_01_31.wav,6,01,male
01/8_01_27.wav,8,01,male
01/3_01_42.wav,3,01,male
01/8_01_23.wav,8,01,male
01/6_01_41.wav,6,01,male
01/9_01_15.wav,9,01,male
01/3_01_10.wav,3,01,male
01/5_01_25.wav,5,01,male
01/8_01_37.wav,8,01,male
01/3_01_16.wav,3,01,male
01/2_01_49.wav,2,01,male
01/7_01_8.wav,7,01,male
01/1_01_9.wav,1,01,male
01/1_01_31.wav,1,01,male
01/0_01_45.wav,0,01,male
01/9_01_29.wav,9,01,male
01/1_01_12.wav,1,01,male
01/8_01_49.wav,8,01,male
01/5_01_13.wav,5,01,male
01/6_01_35.wav,6,01,male
01/9_01_9.wav,9,01,male
01/8_01_39.wav,8,01,male
01/1_01_42.wav,1,01,male
01/4_01_1.wav,4,01,male
01/7_01_3.wav,7,01,male
01/8_01_17.wav,8,01,male
01/4_01_4.wav,4,01,male
01/7_01_5.wav,7,01,male
01/8_01_48.wav,8,01,male
01/4_01_25.wav,4,01,male
01/3_01_27.wav,3,01,male
01/1_01_24.wav,1,01,male
01/8_01_46.wav,8,01,male
01/8_01_0.wav,8,01,male
01/3_01_21.wav,3,01,male
01/9_01_30.wav,9,01,male
01/4_01_46.wav,4,01,male
01/4_01_29.wav,4,01,male
01/5_01_7.wav,5,01,male
01/6_01_9.wav,6,01,male
01/6_01_4.wav,6,01,male
01/1_01_1.wav,1,01,male
01/9_01_45.wav,9,01,male
01/1_01_35.wav,1,01,male
01/4_01_17.wav,4,01,male
01/2_01_8.wav,2,01,male
01/6_01_46.wav,6,01,male
01/1_01_30.wav,1,01,male
01/5_01_34.wav,5,01,male
01/7_01_48.wav,7,01,male
01/8_01_47.wav,8,01,male
01/0_01_44.wav,0,01,male
01/9_01_6.wav,9,01,male
01/7_01_10.wav,7,01,male
01/7_01_44.wav,7,01,male
01/7_01_40.wav,7,01,male
